example_id                                                 | status | run_time        |
./spec/devlish/gemspec_spec.rb[1:1]                        | passed | 0.00005 seconds |
./spec/devlish/gemspec_spec.rb[1:2]                        | passed | 0.00142 seconds |
./spec/devlish/gemspec_spec.rb[1:3]                        | passed | 0.00003 seconds |
./spec/devlish/model/client_spec.rb[1:1]                   | passed | 0.00017 seconds |
./spec/devlish/model/client_spec.rb[1:2]                   | passed | 0.00022 seconds |
./spec/devlish/model/client_spec.rb[1:3]                   | passed | 0.0002 seconds  |
./spec/devlish/model/client_spec.rb[1:4]                   | passed | 0.00006 seconds |
./spec/devlish/packager_spec.rb[1:1]                       | passed | 0.32742 seconds |
./spec/devlish/packager_spec.rb[1:2]                       | passed | 0.31439 seconds |
./spec/devlish/packager_spec.rb[1:3]                       | passed | 0.00122 seconds |
./spec/devlish/parser/ast_spec.rb[1:1]                     | passed | 0.00012 seconds |
./spec/devlish/parser/ast_spec.rb[1:2]                     | passed | 0.00286 seconds |
./spec/devlish/parser/ast_spec.rb[1:3]                     | passed | 0.00039 seconds |
./spec/devlish/parser/ast_spec.rb[1:4]                     | passed | 0.00083 seconds |
./spec/devlish/parser/ast_spec.rb[1:5]                     | passed | 0.00084 seconds |
./spec/devlish/parser/ast_spec.rb[1:6]                     | passed | 0.00035 seconds |
./spec/devlish/parser/ast_spec.rb[1:7]                     | passed | 0.0003 seconds  |
./spec/devlish/parser/ast_spec.rb[1:8]                     | passed | 0.00026 seconds |
./spec/devlish/parser/ast_spec.rb[1:9]                     | passed | 0.00017 seconds |
./spec/devlish/parser/ast_spec.rb[1:10]                    | passed | 0.00012 seconds |
./spec/devlish/parser/ast_spec.rb[1:11]                    | passed | 0.00021 seconds |
./spec/devlish/parser/ast_spec.rb[1:12]                    | passed | 0.00044 seconds |
./spec/devlish/parser/ast_spec.rb[1:13]                    | passed | 0.00024 seconds |
./spec/devlish/parser/ast_spec.rb[1:14]                    | passed | 0.00121 seconds |
./spec/devlish/parser/ast_spec.rb[1:15]                    | passed | 0.00034 seconds |
./spec/devlish/parser/ast_spec.rb[1:16]                    | passed | 0.00048 seconds |
./spec/devlish/parser/ast_spec.rb[1:17]                    | passed | 0.0015 seconds  |
./spec/devlish/parser/ast_spec.rb[1:18]                    | passed | 0.00046 seconds |
./spec/devlish/parser/ast_spec.rb[1:19]                    | passed | 0.00027 seconds |
./spec/devlish/parser/ast_spec.rb[1:20]                    | passed | 0.00038 seconds |
./spec/devlish/parser/ast_spec.rb[1:21]                    | passed | 0.00097 seconds |
./spec/devlish/parser/ast_spec.rb[1:22]                    | passed | 0.00015 seconds |
./spec/devlish/parser/ast_spec.rb[1:23]                    | passed | 0.00017 seconds |
./spec/devlish/parser/ast_spec.rb[1:24]                    | passed | 0.00022 seconds |
./spec/devlish/parser/class_parser_spec.rb[1:1]            | passed | 0.00064 seconds |
./spec/devlish/parser/class_parser_spec.rb[1:2]            | passed | 0.00146 seconds |
./spec/devlish/parser/class_parser_spec.rb[1:3]            | passed | 0.00064 seconds |
./spec/devlish/parser/class_parser_spec.rb[1:4]            | passed | 0.00101 seconds |
./spec/devlish/parser/class_parser_spec.rb[1:5]            | passed | 0.00034 seconds |
